Split,ERA,W,L,SV,SVOP,GP,GS,CG,IP,H,R,ER,HR,BB,K,OBA,Year,Player
August,3.75,0,2,0,0,7,1,0,12.0,10,5,5,3,3,11,.222,2018,Elieser Hernandez
September,4.50,0,0,0,0,5,0,0,6.0,6,3,3,1,3,4,.250,2018,Elieser Hernandez
Last 30 Days,0.00,0,0,0,0,1,0,0,1.0,0,0,0,0,1,1,.000,2018,Elieser Hernandez
vs. ARI,9.00,0,2,0,0,2,2,0,7.0,9,7,7,3,4,9,.310,2018,Elieser Hernandez
vs. ATL,3.27,0,1,0,0,5,1,0,11.0,12,4,4,2,2,6,.279,2018,Elieser Hernandez
vs. CIN,9.00,0,0,0,0,1,0,0,2.0,3,2,2,1,1,0,.333,2018,Elieser Hernandez
vs. COL,27.00,0,0,0,0,1,0,0,1.0,2,3,3,0,2,0,.400,2018,Elieser Hernandez
vs. LAD,1.80,0,0,0,0,1,1,0,5.0,3,1,1,1,1,2,.167,2018,Elieser Hernandez
vs. MIL,0.00,1,0,0,0,1,0,0,2.0,1,0,0,0,1,3,.143,2018,Elieser Hernandez
vs. NYM,0.90,0,1,0,0,4,1,0,10.0,7,1,1,0,0,7,.200,2018,Elieser Hernandez
vs. PIT,9.00,0,0,0,0,1,0,0,1.0,2,1,1,0,1,1,.400,2018,Elieser Hernandez
vs. SD,0.00,0,0,0,0,2,0,0,2.0,2,0,0,0,1,0,.333,2018,Elieser Hernandez
vs. SF,5.87,0,1,0,0,2,0,0,7.2,8,5,5,0,6,4,.286,2018,Elieser Hernandez
vs. STL,6.75,0,1,0,0,2,0,0,1.1,2,1,1,1,0,3,.333,2018,Elieser Hernandez
vs. TB,0.00,0,0,0,0,2,0,0,3.0,0,0,0,0,2,1,.000,2018,Elieser Hernandez
Bases Loaded,7,8,3,2,0,0,8,1,0,2,0,0,.429,.500,.714,1.214,2018,Elieser Hernandez
2nd Time Faced In Game,63,17,20,6,1,7,17,6,1,8,0,0,.317,.386,.778,1.163,2018,Elieser Hernandez
3rd Time Faced In Game,6,3,1,0,0,0,3,0,0,1,0,0,.167,.143,.167,.310,2018,Elieser Hernandez
4th+ Time Faced In Game,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,2018,Elieser Hernandez
Rest (as reliever),AB,R,H,2B,3B,HR,RBI,BB,HBP,SO,SB,CS,AVG,OBP,SLG,OPS,2018,Elieser Hernandez
All Splits,3.61,6,4,0,0,11,11,0,57.1,50,27,23,4,18,59,.230,2020,Pablo Lopez
Home,2.56,3,1,0,0,5,5,0,31.2,26,9,9,2,4,31,.222,2020,Pablo Lopez
Away,4.91,3,3,0,0,6,6,0,25.2,24,18,14,2,14,28,.240,2020,Pablo Lopez
Day,2.25,1,1,0,0,2,2,0,12.0,8,4,3,1,4,10,.178,2020,Pablo Lopez
Night,3.97,5,3,0,0,9,9,0,45.1,42,23,20,3,14,49,.244,2020,Pablo Lopez
August,2.10,3,2,0,0,6,6,0,34.1,33,12,8,1,7,32,.248,2020,Pablo Lopez
September,5.87,3,2,0,0,5,5,0,23.0,17,15,15,3,11,27,.202,2020,Pablo Lopez
Last 7 Days,0.00,1,0,0,0,1,1,0,5.0,2,0,0,0,2,6,.118,2020,Pablo Lopez
Last 15 Days,1.56,3,0,0,0,3,3,0,17.1,8,3,3,1,5,19,.136,2020,Pablo Lopez
Last 30 Days,5.87,3,2,0,0,5,5,0,23.0,17,15,15,3,11,27,.202,2020,Pablo Lopez
Opponent,ERA,W,L,SV,SVOP,GP,GS,CG,IP,H,R,ER,HR,BB,K,OBA,2020,Pablo Lopez
vs. BAL,0.00,1,0,0,0,1,1,0,5.0,2,0,0,0,0,7,.118,2020,Pablo Lopez
vs. NYM,3.18,0,1,0,0,2,2,0,11.1,12,5,4,0,5,9,.273,2020,Pablo Lopez
vs. PHI,1.29,1,0,0,0,1,1,0,7.0,3,1,1,1,0,6,.125,2020,Pablo Lopez
vs. TB,5.73,0,2,0,0,2,2,0,11.0,11,7,7,1,2,11,.250,2020,Pablo Lopez
vs. WSH,1.74,2,0,0,0,2,2,0,10.1,9,5,2,0,5,10,.237,2020,Pablo Lopez
Stadium,ERA,W,L,SV,SVOP,GP,GS,CG,IP,H,R,ER,HR,BB,K,OBA,2020,Pablo Lopez
Camden Yards,0.00,1,0,0,0,1,1,0,5.0,2,0,0,0,0,7,.118,2020,Pablo Lopez
Marlins Park,2.56,3,1,0,0,5,5,0,31.2,26,9,9,2,4,31,.222,2020,Pablo Lopez
Nationals Park,0.00,1,0,0,0,1,1,0,5.0,6,3,0,0,2,3,.300,2020,Pablo Lopez
Tropicana Field,11.25,0,1,0,0,1,1,0,4.0,5,5,5,1,2,6,.294,2020,Pablo Lopez
Count,AB,R,H,2B,3B,HR,RBI,BB,HBP,SO,SB,CS,AVG,OBP,SLG,OPS,2020,Pablo Lopez
Count 0-0,28,11,8,1,0,2,10,0,0,0,1,1,.286,.267,.536,.802,2020,Pablo Lopez
All Splits,5.09,5,8,0,0,21,21,0,111.1,111,64,63,15,27,95,.261,2019,Pablo Lopez
Home,3.39,3,3,0,0,11,11,0,63.2,53,24,24,4,16,54,.229,2019,Pablo Lopez
Away,7.36,2,5,0,0,10,10,0,47.2,58,40,39,11,11,41,.299,2019,Pablo Lopez
Day,3.15,1,2,0,0,6,6,0,34.1,24,12,12,0,12,30,.197,2019,Pablo Lopez
Night,5.96,4,6,0,0,15,15,0,77.0,87,52,51,15,15,65,.287,2019,Pablo Lopez
March,5.06,1,0,0,0,1,1,0,5.1,5,3,3,0,0,7,.250,2019,Pablo Lopez
April,4.73,1,4,0,0,5,5,0,26.2,24,15,14,2,8,26,.235,2019,Pablo Lopez
May,5.26,1,1,0,0,5,5,0,25.2,25,15,15,6,7,22,.253,2019,Pablo Lopez
June,1.89,2,0,0,0,3,3,0,19.0,14,4,4,0,3,18,.203,2019,Pablo Lopez
August,11.25,0,2,0,0,2,2,0,8.0,11,10,10,4,1,4,.333,2019,Pablo Lopez
September,5.74,0,1,0,0,5,5,0,26.2,32,17,17,3,8,18,.314,2019,Pablo Lopez
Last 15 Days,5.87,0,0,0,0,3,3,0,15.1,19,10,10,1,4,10,.317,2019,Pablo Lopez
Last 30 Days,5.74,0,1,0,0,5,5,0,26.2,32,17,17,3,8,18,.314,2019,Pablo Lopez
Opponent,ERA,W,L,SV,SVOP,GP,GS,CG,IP,H,R,ER,HR,BB,K,OBA,2019,Pablo Lopez
vs. ARI,4.50,0,0,0,0,1,1,0,6.0,5,3,3,1,0,6,.227,2019,Pablo Lopez
vs. ATL,2.65,0,1,0,0,3,3,0,17.0,14,5,5,2,3,18,.219,2019,Pablo Lopez
vs. CHC,3.60,0,1,0,0,1,1,0,5.0,5,2,2,0,1,6,.263,2019,Pablo Lopez
vs. CIN,7.45,0,2,0,0,2,2,0,9.2,12,8,8,1,2,8,.308,2019,Pablo Lopez
vs. COL,5.06,1,0,0,0,1,1,0,5.1,5,3,3,0,0,7,.250,2019,Pablo Lopez
vs. KC,2.84,0,1,0,0,1,1,0,6.1,8,2,2,0,0,6,.333,2019,Pablo Lopez
vs. MIL,4.09,1,0,0,0,2,2,0,11.0,8,5,5,2,5,9,.205,2019,Pablo Lopez
vs. NYM,9.00,1,1,0,0,2,2,0,10.0,11,10,10,3,4,10,.282,2019,Pablo Lopez
vs. PHI,7.20,0,1,0,0,2,2,0,10.0,11,8,8,0,3,7,.297,2019,Pablo Lopez
Runners On,169,52,48,9,2,6,50,11,6,37,1,2,.284,.346,.467,.813,2019,Pablo Lopez
Inning Pitches,AB,R,H,2B,3B,HR,RBI,BB,HBP,SO,SB,CS,AVG,OBP,SLG,OPS,2019,Pablo Lopez
1st Time Faced In Game,179,18,44,9,1,5,17,7,6,41,0,2,.246,.295,.391,.686,2019,Pablo Lopez
2nd Time Faced In Game,163,32,46,8,2,7,32,13,4,35,1,0,.282,.348,.485,.833,2019,Pablo Lopez
3rd Time Faced In Game,83,11,21,6,0,3,10,7,1,19,0,0,.253,.319,.434,.752,2019,Pablo Lopez
All Splits,4.14,2,4,0,0,10,10,0,58.2,56,28,27,8,18,46,.252,2018,Pablo Lopez
Home,3.72,1,3,0,0,6,6,0,36.1,38,15,15,4,13,27,.271,2018,Pablo Lopez
Away,4.84,1,1,0,0,4,4,0,22.1,18,13,12,4,5,19,.220,2018,Pablo Lopez
Day,4.24,1,2,0,0,3,3,0,17.0,18,9,8,3,8,14,.269,2018,Pablo Lopez
Night,4.10,1,2,0,0,7,7,0,41.2,38,19,19,5,10,32,.245,2018,Pablo Lopez
June,3.00,1,0,0,0,1,1,0,6.0,6,2,2,2,1,5,.261,2018,Pablo Lopez
July,5.96,1,2,0,0,4,4,0,22.2,22,15,15,3,8,18,.259,2018,Pablo Lopez
August,3.00,0,2,0,0,5,5,0,30.0,28,11,10,3,9,23,.246,2018,Pablo Lopez
Opponent,ERA,W,L,SV,SVOP,GP,GS,CG,IP,H,R,ER,HR,BB,K,OBA,2018,Pablo Lopez
vs. ATL,4.91,0,2,0,0,2,2,0,11.0,12,7,6,1,7,9,.273,2018,Pablo Lopez
vs. MIL,7.50,0,1,0,0,1,1,0,6.0,6,5,5,0,3,6,.261,2018,Pablo Lopez
vs. NYY,1.50,0,0,0,0,1,1,0,6.0,7,1,1,0,1,4,.292,2018,Pablo Lopez
vs. PHI,1.50,0,0,0,0,1,1,0,6.0,5,1,1,1,0,5,.238,2018,Pablo Lopez
vs. STL,2.57,0,0,0,0,1,1,0,7.0,4,2,2,1,1,5,.160,2018,Pablo Lopez
vs. TB,1.50,1,0,0,0,1,1,0,6.0,2,1,1,1,1,6,.100,2018,Pablo Lopez
vs. WSH,7.59,0,1,0,0,2,2,0,10.2,14,9,9,2,4,6,.333,2018,Pablo Lopez
Stadium,ERA,W,L,SV,SVOP,GP,GS,CG,IP,H,R,ER,HR,BB,K,OBA,2018,Pablo Lopez
Citizens Bank Park,1.50,0,0,0,0,1,1,0,6.0,5,1,1,1,0,5,.238,2018,Pablo Lopez
Nationals Park,9.00,0,0,0,0,1,1,0,5.0,5,5,5,1,2,3,.263,2018,Pablo Lopez
Tropicana Field,1.50,1,0,0,0,1,1,0,6.0,2,1,1,1,1,6,.100,2018,Pablo Lopez
Count,AB,R,H,2B,3B,HR,RBI,BB,HBP,SO,SB,CS,AVG,OBP,SLG,OPS,2018,Pablo Lopez
Count 0-0,25,5,11,3,0,1,4,0,0,0,0,0,.440,.440,.680,1.120,2018,Pablo Lopez
Count 0-1,18,5,5,0,0,2,5,0,3,0,0,0,.278,.381,.611,.992,2018,Pablo Lopez
All Splits,6.11,1,2,0,0,7,7,0,28.0,32,20,19,5,13,39,.283,2020,Trevor Rogers
Home,8.10,0,1,0,0,3,3,0,10.0,13,10,9,2,7,14,.302,2020,Trevor Rogers
Away,5.00,1,1,0,0,4,4,0,18.0,19,10,10,3,6,25,.271,2020,Trevor Rogers
Day,3.21,1,0,0,0,3,3,0,14.0,11,5,5,3,4,19,.216,2020,Trevor Rogers
Night,9.00,0,2,0,0,4,4,0,14.0,21,15,14,2,9,20,.339,2020,Trevor Rogers
August,2.00,1,0,0,0,2,2,0,9.0,6,2,2,0,7,11,.188,2020,Trevor Rogers
September,8.05,0,2,0,0,5,5,0,19.0,26,18,17,5,6,28,.321,2020,Trevor Rogers
Last 7 Days,0.00,0,0,0,0,1,1,0,3.0,2,0,0,0,1,4,.200,2020,Trevor Rogers
Last 15 Days,5.40,0,1,0,0,3,3,0,10.0,13,6,6,0,5,13,.325,2020,Trevor Rogers
Last 30 Days,7.13,1,2,0,0,6,6,0,24.0,31,20,19,5,8,33,.310,2020,Trevor Rogers
Opponent,ERA,W,L,SV,SVOP,GP,GS,CG,IP,H,R,ER,HR,BB,K,OBA,2020,Trevor Rogers
vs. BOS,3.00,0,0,0,0,1,1,0,3.0,3,1,1,0,2,3,.273,2020,Trevor Rogers
vs. NYM,2.00,1,0,0,0,2,2,0,9.0,6,2,2,0,7,11,.188,2020,Trevor Rogers
vs. NYY,0.00,0,0,0,0,1,1,0,3.0,2,0,0,0,1,4,.200,2020,Trevor Rogers
vs. PHI,24.00,0,1,0,0,1,1,0,3.0,9,9,8,2,0,5,.474,2020,Trevor Rogers
vs. TB,4.50,0,0,0,0,1,1,0,6.0,4,3,3,3,1,10,.182,2020,Trevor Rogers
Stadium,ERA,W,L,SV,SVOP,GP,GS,CG,IP,H,R,ER,HR,BB,K,OBA,2020,Trevor Rogers
Citi Field,2.00,1,0,0,0,2,2,0,9.0,6,2,2,0,7,11,.188,2020,Trevor Rogers
Tropicana Field,4.50,0,0,0,0,1,1,0,6.0,4,3,3,3,1,10,.182,2020,Trevor Rogers
Yankee Stadium,0.00,0,0,0,0,1,1,0,3.0,2,0,0,0,1,4,.200,2020,Trevor Rogers
Count,AB,R,H,2B,3B,HR,RBI,BB,HBP,SO,SB,CS,AVG,OBP,SLG,OPS,2020,Trevor Rogers
Count 0-0,8,4,4,1,0,1,4,0,0,0,0,0,.500,.500,1.000,1.500,2020,Trevor Rogers
Count 0-1,8,0,4,1,0,0,0,0,1,0,0,0,.500,.556,.625,1.181,2020,Trevor Rogers
All Splits,4.21,4,4,0,0,11,10,0,47.0,50,24,22,6,10,32,.270,2020,Brett Anderson
Home,4.56,2,1,0,0,5,5,0,23.2,28,13,12,4,5,13,.298,2020,Brett Anderson
Away,3.86,2,3,0,0,5,5,0,23.1,22,11,10,2,5,19,.242,2020,Brett Anderson
Day,7.71,0,2,0,0,2,2,0,7.0,8,6,6,0,3,2,.286,2020,Brett Anderson
Night,3.60,4,2,0,0,8,8,0,40.0,42,18,16,6,7,30,.268,2020,Brett Anderson
August,4.18,2,2,0,0,6,6,0,28.0,33,14,13,5,5,20,.300,2020,Brett Anderson
September,4.26,2,2,0,0,4,4,0,19.0,17,10,9,1,5,12,.227,2020,Brett Anderson
Last 7 Days,3.38,1,1,0,0,2,2,0,8.0,6,4,3,1,1,8,.188,2020,Brett Anderson
Last 15 Days,3.21,2,1,0,0,3,3,0,14.0,11,6,5,1,3,11,.200,2020,Brett Anderson
Last 30 Days,4.26,2,2,0,0,4,4,0,19.0,17,10,9,1,5,12,.227,2020,Brett Anderson
Opponent,ERA,W,L,SV,SVOP,GP,GS,CG,IP,H,R,ER,HR,BB,K,OBA,2020,Brett Anderson
vs. CHW,6.00,0,0,0,0,1,1,0,3.0,5,2,2,0,0,2,.385,2020,Brett Anderson
vs. CIN,2.87,2,1,0,0,3,3,0,15.2,13,7,5,4,3,12,.217,2020,Brett Anderson
vs. CLE,7.20,0,1,0,0,1,1,0,5.0,6,4,4,0,2,1,.300,2020,Brett Anderson
vs. MIN,1.50,1,0,0,0,1,1,0,6.0,5,1,1,0,0,5,.227,2020,Brett Anderson
vs. PIT,7.20,0,0,0,0,1,1,0,5.0,9,4,4,1,0,3,.409,2020,Brett Anderson
vs. STL,4.50,1,1,0,0,2,2,0,8.0,7,4,4,0,3,4,.226,2020,Brett Anderson
Stadium,ERA,W,L,SV,SVOP,GP,GS,CG,IP,H,R,ER,HR,BB,K,OBA,2020,Brett Anderson
Great American,1.50,1,0,0,0,1,1,0,6.0,4,2,1,1,0,7,.167,2020,Brett Anderson
Miller Park,4.56,2,1,0,0,5,5,0,23.2,28,13,12,4,5,13,.298,2020,Brett Anderson
Progressive Field,7.20,0,1,0,0,1,1,0,5.0,6,4,4,0,2,1,.300,2020,Brett Anderson
Target Field,1.50,1,0,0,0,1,1,0,6.0,5,1,1,0,0,5,.227,2020,Brett Anderson
Wrigley Field,4.15,0,1,0,0,1,1,0,4.1,5,2,2,1,2,5,.294,2020,Brett Anderson
All Splits,3.89,13,9,0,0,31,31,0,176.0,181,80,76,20,49,90,.265,2019,Brett Anderson
Home,4.67,4,6,0,0,15,15,0,81.0,92,45,42,10,29,38,.292,2019,Brett Anderson
Away,3.22,9,3,0,0,16,16,0,95.0,89,35,34,10,20,52,.243,2019,Brett Anderson
Day,5.56,2,4,0,0,11,11,0,56.2,73,38,35,7,24,30,.319,2019,Brett Anderson
Night,3.09,11,5,0,0,20,20,0,119.1,108,42,41,13,25,60,.238,2019,Brett Anderson
March,0.00,1,0,0,0,1,1,0,6.0,3,0,0,0,2,4,.143,2019,Brett Anderson
April,5.40,2,2,0,0,5,5,0,25.0,31,16,15,1,10,14,.307,2019,Brett Anderson
May,3.34,3,1,0,0,5,5,0,29.2,25,11,11,4,12,14,.225,2019,Brett Anderson
June,4.04,2,2,0,0,6,6,0,35.2,36,17,16,4,9,16,.259,2019,Brett Anderson
July,4.40,1,2,0,0,5,5,0,30.2,31,15,15,6,2,16,.270,2019,Brett Anderson
August,4.03,2,2,0,0,5,5,0,29.0,32,13,13,3,10,13,.276,2019,Brett Anderson
Last 7 Days,0.00,1,0,0,0,1,1,0,5.0,3,0,0,0,1,3,.167,2019,Brett Anderson
Last 15 Days,0.90,1,0,0,0,2,2,0,10.0,8,1,1,0,1,5,.222,2019,Brett Anderson
Last 30 Days,2.70,2,0,0,0,4,4,0,20.0,23,8,6,2,4,13,.291,2019,Brett Anderson
Opponent,ERA,W,L,SV,SVOP,GP,GS,CG,IP,H,R,ER,HR,BB,K,OBA,2019,Brett Anderson
vs. BAL,1.98,2,0,0,0,2,2,0,13.2,11,4,3,1,2,6,.220,2019,Brett Anderson
vs. BOS,5.06,1,0,0,0,1,1,0,5.1,8,3,3,1,4,3,.364,2019,Brett Anderson
vs. CHC,3.00,1,0,0,0,1,1,0,6.0,7,2,2,1,1,3,.280,2019,Brett Anderson
vs. CIN,6.00,0,0,0,0,1,1,0,6.0,5,4,4,0,5,0,.227,2019,Brett Anderson
vs. CLE,1.69,1,0,0,0,1,1,0,5.1,5,1,1,0,0,1,.238,2019,Brett Anderson
vs. HOU,5.28,1,2,0,0,3,3,0,15.1,20,9,9,3,9,9,.323,2019,Brett Anderson
vs. KC,1.80,0,0,0,0,1,1,0,5.0,5,1,1,0,0,2,.278,2019,Brett Anderson
vs. LAA,1.45,2,0,0,0,3,3,0,18.2,13,5,3,1,4,11,.191,2019,Brett Anderson
Batting Order,AB,R,H,2B,3B,HR,RBI,BB,HBP,SO,SB,CS,AVG,OBP,SLG,OPS,2019,Brett Anderson
Batting #4,82,12,21,5,0,5,12,3,1,10,1,1,.256,.291,.500,.791,2019,Brett Anderson
Batting #5,78,12,22,5,0,3,10,7,0,12,2,0,.282,.341,.462,.803,2019,Brett Anderson
Batting #6,74,5,19,6,0,2,5,5,1,12,0,1,.257,.313,.419,.731,2019,Brett Anderson
Batting #7,73,8,18,3,0,2,8,3,1,5,0,0,.247,.282,.370,.652,2019,Brett Anderson
Runners On,283,59,70,12,2,6,56,20,4,36,6,4,.247,.302,.367,.670,2019,Brett Anderson
Scoring Position,149,48,36,7,1,3,45,12,3,17,4,2,.242,.304,.362,.666,2019,Brett Anderson
Bases Loaded,10,8,1,1,0,0,6,2,0,2,0,0,.100,.250,.200,.450,2019,Brett Anderson
"Scoring Position, 2 out",64,17,13,4,0,1,17,5,2,8,3,1,.203,.282,.313,.594,2019,Brett Anderson
Inning Pitches,AB,R,H,2B,3B,HR,RBI,BB,HBP,SO,SB,CS,AVG,OBP,SLG,OPS,2019,Brett Anderson
1st Time Faced In Game,259,20,61,9,1,5,18,19,2,35,3,1,.236,.291,.336,.627,2019,Brett Anderson
2nd Time Faced In Game,249,28,68,12,0,8,26,17,2,37,3,4,.273,.323,.418,.741,2019,Brett Anderson
3rd Time Faced In Game,172,26,51,12,1,7,26,13,0,18,3,3,.297,.344,.500,.844,2019,Brett Anderson
4th+ Time Faced In Game,2,0,1,0,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,2019,Brett Anderson
Rest (as reliever),AB,R,H,2B,3B,HR,RBI,BB,HBP,SO,SB,CS,AVG,OBP,SLG,OPS,2019,Brett Anderson
All Splits,4.48,4,5,0,0,17,17,0,80.1,90,42,40,10,13,47,.285,2018,Brett Anderson
Home,2.01,2,1,0,0,5,5,0,31.1,21,9,7,1,5,13,.191,2018,Brett Anderson
Away,6.06,2,4,0,0,12,12,0,49.0,69,33,33,9,8,34,.335,2018,Brett Anderson
Day,2.61,1,1,0,0,4,4,0,20.2,20,6,6,2,4,14,.247,2018,Brett Anderson
Night,5.13,3,4,0,0,13,13,0,59.2,70,36,34,8,9,33,.298,2018,Brett Anderson
May,7.63,0,2,0,0,4,4,0,15.1,25,15,13,3,6,8,.379,2018,Brett Anderson
July,3.98,2,1,0,0,4,4,0,20.1,25,9,9,3,4,11,.309,2018,Brett Anderson
August,2.15,1,1,0,0,5,5,0,29.1,19,7,7,1,2,15,.184,2018,Brett Anderson
September,6.46,1,1,0,0,4,4,0,15.1,21,11,11,3,1,13,.318,2018,Brett Anderson
Last 30 Days,11.81,0,0,0,0,2,2,0,5.1,11,7,7,3,0,8,.407,2018,Brett Anderson
Opponent,ERA,W,L,SV,SVOP,GP,GS,CG,IP,H,R,ER,HR,BB,K,OBA,2018,Brett Anderson
vs. CLE,0.00,1,0,0,0,1,1,0,5.0,3,0,0,0,2,3,.158,2018,Brett Anderson
vs. COL,6.00,0,1,0,0,1,1,0,6.0,8,4,4,2,1,1,.333,2018,Brett Anderson
vs. DET,0.00,0,0,0,0,1,1,0,7.0,2,0,0,0,1,2,.091,2018,Brett Anderson
vs. HOU,19.06,0,2,0,0,2,2,0,5.2,17,14,12,1,3,1,.548,2018,Brett Anderson
vs. LAA,2.45,1,0,0,0,3,3,0,14.2,11,4,4,2,0,12,.200,2018,Brett Anderson
vs. NYY,7.20,0,1,0,0,1,1,0,5.0,8,4,4,1,2,4,.364,2018,Brett Anderson
vs. SF,8.10,0,0,0,0,1,1,0,3.1,8,3,3,0,0,1,.500,2018,Brett Anderson
vs. TEX,1.38,2,0,0,0,2,2,0,13.0,7,2,2,1,2,12,.163,2018,Brett Anderson
vs. TOR,0.00,0,0,0,0,1,1,0,1.0,2,0,0,0,0,0,.500,2018,Brett Anderson
Stadium,ERA,W,L,SV,SVOP,GP,GS,CG,IP,H,R,ER,HR,BB,K,OBA,2018,Brett Anderson
Angel Stadium,4.50,0,0,0,0,2,2,0,8.0,8,4,4,2,0,9,.250,2018,Brett Anderson
AT&T Park,8.10,0,0,0,0,1,1,0,3.1,8,3,3,0,0,1,.500,2018,Brett Anderson
"Scoring Position, 2 out",24,10,7,0,0,2,10,2,1,2,0,0,.292,.370,.542,.912,2018,Brett Anderson
3rd Time Faced In Game,52,2,12,2,0,1,2,3,0,7,0,0,.231,.273,.327,.600,2018,Brett Anderson
4th+ Time Faced In Game,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,2018,Brett Anderson
Rest (as reliever),AB,R,H,2B,3B,HR,RBI,BB,HBP,SO,SB,CS,AVG,OBP,SLG,OPS,2018,Brett Anderson
As Starter,316,42,90,21,1,10,39,13,2,47,1,1,.285,.317,.453,.770,2018,Brett Anderson
All Splits,6.34,4,4,0,0,13,13,0,55.1,73,41,39,5,21,38,.322,2017,Brett Anderson
Home,11.19,2,4,0,0,7,7,0,23.1,42,29,29,3,7,18,.393,2017,Brett Anderson
Away,2.81,2,0,0,0,6,6,0,32.0,31,12,10,2,14,20,.258,2017,Brett Anderson
Day,2.05,2,0,0,0,4,4,0,22.0,18,5,5,3,4,13,.225,2017,Brett Anderson
Night,9.18,2,4,0,0,9,9,0,33.1,55,36,34,2,17,25,.374,2017,Brett Anderson
April,3.54,2,0,0,0,4,4,0,20.1,21,10,8,1,11,14,.263,2017,Brett Anderson
May,64.80,0,2,0,0,2,2,0,1.2,13,12,12,1,1,2,.722,2017,Brett Anderson
August,1.59,0,1,0,0,1,1,0,5.2,6,1,1,0,0,3,.286,2017,Brett Anderson
September,7.15,2,1,0,0,5,5,0,22.2,30,18,18,3,9,16,.330,2017,Brett Anderson
October,0.00,0,0,0,0,1,1,0,5.0,3,0,0,0,0,3,.176,2017,Brett Anderson
Last 7 Days,0.00,0,0,0,0,1,1,0,5.0,3,0,0,0,0,3,.176,2017,Brett Anderson
vs. BAL,4.50,0,0,0,0,1,1,0,6.0,7,3,3,2,0,3,.304,2017,Brett Anderson
vs. BOS,3.38,1,1,0,0,2,2,0,10.2,12,4,4,0,3,6,.300,2017,Brett Anderson
vs. DET,3.00,1,0,0,0,1,1,0,6.0,5,2,2,1,0,5,.227,2017,Brett Anderson
vs. KC,54.00,0,1,0,0,1,1,0,1.1,7,8,8,0,2,1,.700,2017,Brett Anderson
vs. LAD,0.00,1,0,0,0,1,1,0,5.0,3,0,0,0,4,2,.167,2017,Brett Anderson
vs. MIL,6.75,0,0,0,0,2,2,0,9.1,13,7,7,1,1,9,.325,2017,Brett Anderson
vs. MIN,4.15,0,0,0,0,1,1,0,4.1,5,2,2,0,4,4,.294,2017,Brett Anderson
vs. PHI,47.25,0,1,0,0,1,1,0,1.1,7,7,7,1,1,1,.636,2017,Brett Anderson
vs. PIT,1.50,1,0,0,0,1,1,0,6.0,5,3,1,0,6,3,.227,2017,Brett Anderson
Stadium,ERA,W,L,SV,SVOP,GP,GS,CG,IP,H,R,ER,HR,BB,K,OBA,2017,Brett Anderson
Camden Yards,4.50,0,0,0,0,1,1,0,6.0,7,3,3,2,0,3,.304,2017,Brett Anderson
Fenway Park,5.40,1,0,0,0,1,1,0,5.0,6,3,3,0,3,3,.316,2017,Brett Anderson
All Splits,11.91,1,2,0,0,4,3,0,11.1,25,15,15,4,4,5,.446,2016,Brett Anderson
Home,13.50,0,1,0,0,2,2,0,6.0,11,9,9,3,2,2,.407,2016,Brett Anderson
Away,10.13,1,1,0,0,2,1,0,5.1,14,6,6,1,2,3,.483,2016,Brett Anderson
Day,45.00,0,1,0,0,1,1,0,1.0,5,5,5,2,1,0,.625,2016,Brett Anderson
Night,8.71,1,1,0,0,3,2,0,10.1,20,10,10,2,3,5,.417,2016,Brett Anderson
August,24.75,0,2,0,0,2,2,0,4.0,14,11,11,3,3,1,.583,2016,Brett Anderson
September,4.91,1,0,0,0,2,1,0,7.1,11,4,4,1,1,4,.344,2016,Brett Anderson
Last 7 Days,0.00,1,0,0,0,1,0,0,2.1,5,0,0,0,0,2,.385,2016,Brett Anderson
Opponent,ERA,W,L,SV,SVOP,GP,GS,CG,IP,H,R,ER,HR,BB,K,OBA,2016,Brett Anderson
vs. CIN,18.00,0,1,0,0,1,1,0,3.0,9,6,6,1,2,1,.563,2016,Brett Anderson
vs. COL,7.20,0,0,0,0,1,1,0,5.0,6,4,4,1,1,2,.316,2016,Brett Anderson
vs. SD,0.00,1,0,0,0,1,0,0,2.1,5,0,0,0,0,2,.385,2016,Brett Anderson
Stadium,ERA,W,L,SV,SVOP,GP,GS,CG,IP,H,R,ER,HR,BB,K,OBA,2016,Brett Anderson
Dodger Stadium,13.50,0,1,0,0,2,2,0,6.0,11,9,9,3,2,2,.407,2016,Brett Anderson
Great American,18.00,0,1,0,0,1,1,0,3.0,9,6,6,1,2,1,.563,2016,Brett Anderson
PETCO Park,0.00,1,0,0,0,1,0,0,2.1,5,0,0,0,0,2,.385,2016,Brett Anderson
Count,AB,R,H,2B,3B,HR,RBI,BB,HBP,SO,SB,CS,AVG,OBP,SLG,OPS,2016,Brett Anderson
Count 0-0,7,1,3,0,0,0,1,0,0,0,0,0,.429,.375,.429,.804,2016,Brett Anderson
Count 0-2,3,0,2,1,0,0,0,0,0,0,0,0,.667,.667,1.000,1.667,2016,Brett Anderson
Count 1-0,4,3,3,0,0,1,3,0,0,0,0,0,.750,.750,1.500,2.250,2016,Brett Anderson
Count 1-1,11,2,2,0,0,0,2,0,0,0,0,0,.182,.182,.182,.364,2016,Brett Anderson
Count 1-2,6,0,3,0,0,0,0,0,0,2,0,0,.500,.500,.500,1.000,2016,Brett Anderson
